08/12/24 21:53:34 Training initiated with the following parameters:
Model Parameters: (('in_channels', 1), ('hidden_channels', 32), ('out_channels', 64), ('conv_kernel_size', 5), ('pool_kernel_size', 2), ('pool_stride', 2), ('dropout', 0.5), ('leak', 0.4), ('input_size', 8192))

08/12/24 21:53:35 (0m 00s) | [1/10] Batch 0 (0.683s) | LR: 0.0001 | Loss: 1.3629 | Abs. Loss: 1.36
08/12/24 21:53:36 (0m 01s) | [1/10] Batch 23 (0.015s) | LR: 0.0001 | Loss: 1.3453 | Abs. Loss: 32.50
08/12/24 21:53:36 (0m 01s) | [1/10] Batch 24 (0.015s) | LR: 0.0001 | Loss: 1.3236 | Abs. Loss: 33.83
08/12/24 21:53:36 (0m 01s) | [1/10] Batch 25 (0.013s) | LR: 0.0001 | Loss: 1.3261 | Abs. Loss: 35.15
08/12/24 21:53:36 (0m 01s) | [1/10] Batch 26 (0.014s) | LR: 0.0001 | Loss: 1.3299 | Abs. Loss: 36.48
08/12/24 21:53:36 (0m 01s) | [1/10] Batch 27 (0.014s) | LR: 0.0001 | Loss: 1.3176 | Abs. Loss: 37.80
08/12/24 21:53:36 (0m 01s) | [1/10] Batch 28 (0.014s) | LR: 0.0001 | Loss: 1.3008 | Abs. Loss: 39.10
08/12/24 21:53:36 (0m 01s) | [1/10] Batch 29 (0.014s) | LR: 0.0001 | Loss: 1.3093 | Abs. Loss: 40.41
08/12/24 21:53:36 (0m 01s) | [1/10] Batch 30 (0.013s) | LR: 0.0001 | Loss: 1.3153 | Abs. Loss: 41.73
08/12/24 21:53:36 (0m 01s) | [1/10] Batch 31 (0.014s) | LR: 0.0001 | Loss: 1.3466 | Abs. Loss: 43.07
08/12/24 21:53:36 (0m 01s) | [1/10] Batch 32 (0.015s) | LR: 0.0001 | Loss: 1.3386 | Abs. Loss: 44.41
08/12/24 21:53:36 (0m 01s) | [1/10] Batch 33 (0.013s) | LR: 0.0001 | Loss: 1.3216 | Abs. Loss: 45.73
08/12/24 21:53:36 (0m 01s) | [1/10] Batch 34 (0.014s) | LR: 0.0001 | Loss: 1.2811 | Abs. Loss: 47.01
08/12/24 21:53:36 (0m 01s) | [1/10] Batch 35 (0.016s) | LR: 0.0001 | Loss: 1.3402 | Abs. Loss: 48.36
08/12/24 21:53:36 (0m 01s) | [1/10] Batch 36 (0.013s) | LR: 0.0001 | Loss: 1.3013 | Abs. Loss: 49.66
08/12/24 21:53:36 (0m 01s) | [1/10] Batch 37 (0.014s) | LR: 0.0001 | Loss: 1.3203 | Abs. Loss: 50.98
08/12/24 21:53:36 (0m 01s) | [1/10] Batch 38 (0.014s) | LR: 0.0001 | Loss: 1.3496 | Abs. Loss: 52.33
08/12/24 21:53:36 (0m 01s) | [1/10] Batch 39 (0.013s) | LR: 0.0001 | Loss: 1.3775 | Abs. Loss: 53.70
08/12/24 21:53:36 (0m 01s) | [1/10] Batch 40 (0.015s) | LR: 0.0001 | Loss: 1.3230 | Abs. Loss: 55.03
08/12/24 21:53:36 (0m 01s) | [1/10] Batch 41 (0.014s) | LR: 0.0001 | Loss: 1.3277 | Abs. Loss: 56.35
08/12/24 21:53:36 (0m 01s) | [1/10] Batch 42 (0.012s) | LR: 0.0001 | Loss: 1.3192 | Abs. Loss: 57.67
08/12/24 21:53:36 (0m 01s) | [1/10] Batch 43 (0.014s) | LR: 0.0001 | Loss: 1.3205 | Abs. Loss: 58.99
08/12/24 21:53:36 (0m 01s) | [1/10] Batch 44 (0.014s) | LR: 0.0001 | Loss: 1.2989 | Abs. Loss: 60.29
08/12/24 21:53:36 (0m 01s) | [1/10] Batch 45 (0.013s) | LR: 0.0001 | Loss: 1.2946 | Abs. Loss: 61.59
08/12/24 21:53:36 (0m 01s) | [1/10] Batch 46 (0.014s) | LR: 0.0001 | Loss: 1.3047 | Abs. Loss: 62.89
08/12/24 21:53:36 (0m 01s) | [1/10] Batch 47 (0.015s) | LR: 0.0001 | Loss: 1.3036 | Abs. Loss: 64.20
08/12/24 21:53:36 (0m 01s) | [1/10] Batch 48 (0.013s) | LR: 0.0001 | Loss: 1.2879 | Abs. Loss: 65.48
08/12/24 21:53:36 (0m 01s) | [1/10] Batch 49 (0.013s) | LR: 0.0001 | Loss: 1.3303 | Abs. Loss: 66.81
08/12/24 21:53:36 (0m 01s) | [1/10] Batch 50 (0.016s) | LR: 0.0001 | Loss: 1.2443 | Abs. Loss: 68.06
08/12/24 21:53:36 (0m 01s) | [1/10] Batch 51 (0.013s) | LR: 0.0001 | Loss: 1.3111 | Abs. Loss: 69.37
08/12/24 21:53:36 (0m 01s) | [1/10] Batch 52 (0.015s) | LR: 0.0001 | Loss: 1.2788 | Abs. Loss: 70.65
08/12/24 21:53:36 (0m 01s) | [1/10] Batch 53 (0.014s) | LR: 0.0001 | Loss: 1.2670 | Abs. Loss: 71.92
08/12/24 21:53:36 (0m 01s) | [1/10] Batch 54 (0.013s) | LR: 0.0001 | Loss: 1.3044 | Abs. Loss: 73.22
08/12/24 21:53:36 (0m 01s) | [1/10] Batch 55 (0.015s) | LR: 0.0001 | Loss: 1.2121 | Abs. Loss: 74.43
08/12/24 21:53:36 (0m 01s) | [1/10] Batch 56 (0.015s) | LR: 0.0001 | Loss: 1.2572 | Abs. Loss: 75.69
08/12/24 21:53:36 (0m 02s) | [1/10] Batch 57 (0.013s) | LR: 0.0001 | Loss: 1.2824 | Abs. Loss: 76.97
08/12/24 21:53:36 (0m 02s) | [1/10] Batch 58 (0.014s) | LR: 0.0001 | Loss: 1.2954 | Abs. Loss: 78.27
08/12/24 21:53:36 (0m 02s) | [1/10] Batch 59 (0.015s) | LR: 0.0001 | Loss: 1.3135 | Abs. Loss: 79.58
08/12/24 21:53:36 (0m 02s) | [1/10] Batch 60 (0.013s) | LR: 0.0001 | Loss: 1.3063 | Abs. Loss: 80.89
08/12/24 21:53:36 (0m 02s) | [1/10] Batch 61 (0.013s) | LR: 0.0001 | Loss: 1.3061 | Abs. Loss: 82.19
08/12/24 21:53:36 (0m 02s) | [1/10] Batch 62 (0.017s) | LR: 0.0001 | Loss: 1.2502 | Abs. Loss: 83.44
08/12/24 21:53:36 (0m 02s) | [1/10] Batch 63 (0.013s) | LR: 0.0001 | Loss: 1.2685 | Abs. Loss: 84.71
08/12/24 21:53:36 (0m 02s) | [1/10] Batch 64 (0.014s) | LR: 0.0001 | Loss: 1.3068 | Abs. Loss: 86.02
08/12/24 21:53:36 (0m 02s) | [1/10] Batch 65 (0.013s) | LR: 0.0001 | Loss: 1.3410 | Abs. Loss: 87.36
08/12/24 21:53:36 (0m 02s) | [1/10] Batch 66 (0.013s) | LR: 0.0001 | Loss: 1.2997 | Abs. Loss: 88.66
08/12/24 21:53:36 (0m 02s) | [1/10] Batch 67 (0.014s) | LR: 0.0001 | Loss: 1.2300 | Abs. Loss: 89.89
08/12/24 21:53:36 (0m 02s) | [1/10] Batch 68 (0.016s) | LR: 0.0001 | Loss: 1.3083 | Abs. Loss: 91.20
08/12/24 21:53:36 (0m 02s) | [1/10] Batch 69 (0.013s) | LR: 0.0001 | Loss: 1.3037 | Abs. Loss: 92.50
08/12/24 21:53:36 (0m 02s) | [1/10] Batch 70 (0.014s) | LR: 0.0001 | Loss: 1.2530 | Abs. Loss: 93.75
08/12/24 21:53:37 (0m 02s) | [1/10] Batch 71 (0.015s) | LR: 0.0001 | Loss: 1.2951 | Abs. Loss: 95.05
08/12/24 21:53:37 (0m 02s) | [1/10] Batch 72 (0.013s) | LR: 0.0001 | Loss: 1.2693 | Abs. Loss: 96.32
08/12/24 21:53:37 (0m 02s) | [1/10] Batch 73 (0.013s) | LR: 0.0001 | Loss: 1.3377 | Abs. Loss: 97.66
08/12/24 21:53:37 (0m 02s) | [1/10] Batch 74 (0.015s) | LR: 0.0001 | Loss: 1.2677 | Abs. Loss: 98.92
08/12/24 21:53:37 (0m 02s) | [1/10] Batch 75 (0.013s) | LR: 0.0001 | Loss: 1.2802 | Abs. Loss: 100.20
08/12/24 21:53:37 (0m 02s) | [1/10] Batch 76 (0.014s) | LR: 0.0001 | Loss: 1.2631 | Abs. Loss: 101.47
08/12/24 21:53:37 (0m 02s) | [1/10] Batch 77 (0.016s) | LR: 0.0001 | Loss: 1.2895 | Abs. Loss: 102.76
08/12/24 21:53:37 (0m 02s) | [1/10] Batch 78 (0.013s) | LR: 0.0001 | Loss: 1.2374 | Abs. Loss: 103.99
08/12/24 21:53:37 (0m 02s) | [1/10] Batch 79 (0.013s) | LR: 0.0001 | Loss: 1.3273 | Abs. Loss: 105.32
08/12/24 21:53:37 (0m 02s) | [1/10] Batch 80 (0.013s) | LR: 0.0001 | Loss: 1.2748 | Abs. Loss: 106.60
08/12/24 21:53:37 (0m 02s) | [1/10] Batch 81 (0.013s) | LR: 0.0001 | Loss: 1.2658 | Abs. Loss: 107.86
08/12/24 21:53:37 (0m 02s) | [1/10] Batch 82 (0.015s) | LR: 0.0001 | Loss: 1.2781 | Abs. Loss: 109.14
08/12/24 21:53:37 (0m 02s) | [1/10] Batch 83 (0.015s) | LR: 0.0001 | Loss: 1.2385 | Abs. Loss: 110.38
08/12/24 21:53:37 (0m 02s) | [1/10] Batch 84 (0.013s) | LR: 0.0001 | Loss: 1.2806 | Abs. Loss: 111.66
08/12/24 21:53:37 (0m 02s) | [1/10] Batch 85 (0.014s) | LR: 0.0001 | Loss: 1.2572 | Abs. Loss: 112.92
08/12/24 21:53:37 (0m 02s) | [1/10] Batch 86 (0.016s) | LR: 0.0001 | Loss: 1.2838 | Abs. Loss: 114.20
08/12/24 21:53:37 (0m 02s) | [1/10] Batch 87 (0.013s) | LR: 0.0001 | Loss: 1.2086 | Abs. Loss: 115.41
08/12/24 21:53:37 (0m 02s) | [1/10] Batch 88 (0.014s) | LR: 0.0001 | Loss: 1.2646 | Abs. Loss: 116.67
08/12/24 21:53:37 (0m 02s) | [1/10] Batch 89 (0.015s) | LR: 0.0001 | Loss: 1.3078 | Abs. Loss: 117.98
08/12/24 21:53:37 (0m 02s) | [1/10] Batch 90 (0.013s) | LR: 0.0001 | Loss: 1.2201 | Abs. Loss: 119.20
08/12/24 21:53:37 (0m 02s) | [1/10] Batch 91 (0.014s) | LR: 0.0001 | Loss: 1.2618 | Abs. Loss: 120.46
08/12/24 21:53:37 (0m 02s) | [1/10] Batch 92 (0.014s) | LR: 0.0001 | Loss: 1.2234 | Abs. Loss: 121.69
08/12/24 21:53:37 (0m 02s) | [1/10] Batch 93 (0.013s) | LR: 0.0001 | Loss: 1.3007 | Abs. Loss: 122.99
08/12/24 21:53:37 (0m 02s) | [1/10] Batch 94 (0.015s) | LR: 0.0001 | Loss: 1.2219 | Abs. Loss: 124.21
08/12/24 21:53:37 (0m 02s) | [1/10] Batch 95 (0.014s) | LR: 0.0001 | Loss: 1.2597 | Abs. Loss: 125.47
08/12/24 21:53:37 (0m 02s) | [1/10] Batch 96 (0.012s) | LR: 0.0001 | Loss: 1.3014 | Abs. Loss: 126.77
08/12/24 21:53:37 (0m 02s) | [1/10] Batch 97 (0.014s) | LR: 0.0001 | Loss: 1.2679 | Abs. Loss: 128.04
08/12/24 21:53:37 (0m 02s) | [1/10] Batch 98 (0.014s) | LR: 0.0001 | Loss: 1.1922 | Abs. Loss: 129.23
08/12/24 21:53:37 (0m 02s) | [1/10] Batch 99 (0.013s) | LR: 0.0001 | Loss: 1.2490 | Abs. Loss: 130.48
08/12/24 21:53:37 (0m 02s) | [1/10] Batch 100 (0.014s) | LR: 0.0001 | Loss: 1.3142 | Abs. Loss: 131.79
08/12/24 21:53:37 (0m 02s) | [1/10] Batch 101 (0.015s) | LR: 0.0001 | Loss: 1.2507 | Abs. Loss: 133.04
08/12/24 21:53:37 (0m 02s) | [1/10] Batch 102 (0.013s) | LR: 0.0001 | Loss: 1.2670 | Abs. Loss: 134.31
08/12/24 21:53:37 (0m 02s) | [1/10] Batch 103 (0.014s) | LR: 0.0001 | Loss: 1.3099 | Abs. Loss: 135.62
08/12/24 21:53:37 (0m 02s) | [1/10] Batch 104 (0.016s) | LR: 0.0001 | Loss: 1.2361 | Abs. Loss: 136.86
08/12/24 21:53:37 (0m 02s) | [1/10] Batch 105 (0.013s) | LR: 0.0001 | Loss: 1.3111 | Abs. Loss: 138.17
08/12/24 21:53:37 (0m 02s) | [1/10] Batch 106 (0.014s) | LR: 0.0001 | Loss: 1.2986 | Abs. Loss: 139.47
08/12/24 21:53:37 (0m 02s) | [1/10] Batch 107 (0.014s) | LR: 0.0001 | Loss: 1.2420 | Abs. Loss: 140.71
08/12/24 21:53:37 (0m 02s) | [1/10] Batch 108 (0.013s) | LR: 0.0001 | Loss: 1.2966 | Abs. Loss: 142.01
08/12/24 21:53:37 (0m 02s) | [1/10] Batch 109 (0.014s) | LR: 0.0001 | Loss: 1.2750 | Abs. Loss: 143.28
08/12/24 21:53:37 (0m 02s) | [1/10] Batch 110 (0.015s) | LR: 0.0001 | Loss: 1.1955 | Abs. Loss: 144.48
08/12/24 21:53:37 (0m 02s) | [1/10] Batch 111 (0.013s) | LR: 0.0001 | Loss: 1.2789 | Abs. Loss: 145.76
08/12/24 21:53:37 (0m 02s) | [1/10] Batch 112 (0.013s) | LR: 0.0001 | Loss: 1.2780 | Abs. Loss: 147.03
08/12/24 21:53:37 (0m 02s) | [1/10] Batch 113 (0.015s) | LR: 0.0001 | Loss: 1.3237 | Abs. Loss: 148.36
08/12/24 21:53:37 (0m 02s) | [1/10] Batch 114 (0.013s) | LR: 0.0001 | Loss: 1.2368 | Abs. Loss: 149.59
08/12/24 21:53:37 (0m 02s) | [1/10] Batch 115 (0.013s) | LR: 0.0001 | Loss: 1.3075 | Abs. Loss: 150.90
08/12/24 21:53:37 (0m 02s) | [1/10] Batch 116 (0.013s) | LR: 0.0001 | Loss: 1.2259 | Abs. Loss: 152.13
08/12/24 21:53:37 (0m 03s) | [1/10] Batch 117 (0.015s) | LR: 0.0001 | Loss: 1.1696 | Abs. Loss: 153.30
08/12/24 21:53:37 (0m 03s) | [1/10] Batch 118 (0.014s) | LR: 0.0001 | Loss: 1.2726 | Abs. Loss: 154.57
08/12/24 21:53:37 (0m 03s) | [1/10] Batch 119 (0.013s) | LR: 0.0001 | Loss: 1.3294 | Abs. Loss: 155.90
08/12/24 21:53:37 (0m 03s) | [1/10] Batch 120 (0.014s) | LR: 0.0001 | Loss: 1.2389 | Abs. Loss: 157.14
08/12/24 21:53:37 (0m 03s) | [1/10] Batch 121 (0.015s) | LR: 0.0001 | Loss: 1.3375 | Abs. Loss: 158.48
08/12/24 21:53:37 (0m 03s) | [1/10] Batch 122 (0.013s) | LR: 0.0001 | Loss: 1.2943 | Abs. Loss: 159.77
08/12/24 21:53:37 (0m 03s) | [1/10] Batch 123 (0.014s) | LR: 0.0001 | Loss: 1.2614 | Abs. Loss: 161.03
08/12/24 21:53:37 (0m 03s) | [1/10] Batch 124 (0.016s) | LR: 0.0001 | Loss: 1.2177 | Abs. Loss: 162.25
08/12/24 21:53:37 (0m 03s) | [1/10] Batch 125 (0.013s) | LR: 0.0001 | Loss: 1.2834 | Abs. Loss: 163.53
08/12/24 21:53:37 (0m 03s) | [1/10] Batch 126 (0.014s) | LR: 0.0001 | Loss: 1.2814 | Abs. Loss: 164.81
08/12/24 21:53:37 (0m 03s) | [1/10] Batch 127 (0.016s) | LR: 0.0001 | Loss: 1.2092 | Abs. Loss: 166.02
08/12/24 21:53:37 (0m 03s) | [1/10] Batch 128 (0.011s) | LR: 0.0001 | Loss: 1.2752 | Abs. Loss: 167.30
08/12/24 21:53:37 (0m 03s) | [1/10] Batch 129 (0.014s) | LR: 0.0001 | Loss: 1.2229 | Abs. Loss: 168.52
08/12/24 21:53:37 (0m 03s) | [1/10] Batch 130 (0.015s) | LR: 0.0001 | Loss: 1.1948 | Abs. Loss: 169.72
08/12/24 21:53:38 (0m 03s) | [1/10] Batch 131 (0.014s) | LR: 0.0001 | Loss: 1.3558 | Abs. Loss: 171.07
08/12/24 21:53:38 (0m 03s) | [1/10] Batch 132 (0.015s) | LR: 0.0001 | Loss: 1.2837 | Abs. Loss: 172.35
08/12/24 21:53:38 (0m 03s) | [1/10] Batch 133 (0.015s) | LR: 0.0001 | Loss: 1.2521 | Abs. Loss: 173.61
08/12/24 21:53:38 (0m 03s) | [1/10] Batch 134 (0.013s) | LR: 0.0001 | Loss: 1.3234 | Abs. Loss: 174.93
08/12/24 21:53:38 (0m 03s) | [1/10] Batch 135 (0.016s) | LR: 0.0001 | Loss: 1.2223 | Abs. Loss: 176.15
08/12/24 21:53:38 (0m 03s) | [1/10] Batch 136 (0.012s) | LR: 0.0001 | Loss: 1.2083 | Abs. Loss: 177.36
08/12/24 21:53:38 (0m 03s) | [1/10] Batch 137 (0.014s) | LR: 0.0001 | Loss: 1.2469 | Abs. Loss: 178.61
08/12/24 21:53:38 (0m 03s) | [1/10] Batch 138 (0.013s) | LR: 0.0001 | Loss: 1.1915 | Abs. Loss: 179.80
08/12/24 21:53:38 (0m 03s) | [1/10] Batch 139 (0.014s) | LR: 0.0001 | Loss: 1.3174 | Abs. Loss: 181.12
08/12/24 21:53:38 (0m 03s) | [1/10] Batch 140 (0.014s) | LR: 0.0001 | Loss: 1.1709 | Abs. Loss: 182.29
08/12/24 21:53:38 (0m 03s) | [1/10] Batch 141 (0.015s) | LR: 0.0001 | Loss: 1.3024 | Abs. Loss: 183.59
08/12/24 21:53:38 (0m 03s) | [1/10] Batch 142 (0.014s) | LR: 0.0001 | Loss: 1.4131 | Abs. Loss: 185.00
08/12/24 21:53:38 (0m 03s) | [1/10] Batch 143 (0.013s) | LR: 0.0001 | Loss: 1.3179 | Abs. Loss: 186.32
08/12/24 21:53:38 (0m 03s) | [1/10] Batch 144 (0.014s) | LR: 0.0001 | Loss: 1.3197 | Abs. Loss: 187.64
08/12/24 21:53:38 (0m 03s) | [1/10] Batch 145 (0.014s) | LR: 0.0001 | Loss: 1.2400 | Abs. Loss: 188.88
08/12/24 21:53:38 (0m 03s) | [1/10] Batch 146 (0.013s) | LR: 0.0001 | Loss: 1.2228 | Abs. Loss: 190.10
08/12/24 21:53:38 (0m 03s) | [1/10] Batch 147 (0.015s) | LR: 0.0001 | Loss: 1.2997 | Abs. Loss: 191.40
08/12/24 21:53:38 (0m 03s) | [1/10] Batch 148 (0.014s) | LR: 0.0001 | Loss: 1.2053 | Abs. Loss: 192.61
08/12/24 21:53:38 (0m 03s) | [1/10] Batch 149 (0.013s) | LR: 0.0001 | Loss: 1.2314 | Abs. Loss: 193.84
08/12/24 21:53:38 (0m 03s) | [1/10] Batch 150 (0.014s) | LR: 0.0001 | Loss: 1.2103 | Abs. Loss: 195.05
08/12/24 21:53:38 (0m 03s) | [1/10] Batch 151 (0.014s) | LR: 0.0001 | Loss: 1.2700 | Abs. Loss: 196.32
08/12/24 21:53:38 (0m 03s) | [1/10] Batch 152 (0.013s) | LR: 0.0001 | Loss: 1.2376 | Abs. Loss: 197.56
08/12/24 21:53:38 (0m 03s) | [1/10] Batch 153 (0.015s) | LR: 0.0001 | Loss: 1.2202 | Abs. Loss: 198.78
08/12/24 21:53:38 (0m 03s) | [1/10] Batch 154 (0.014s) | LR: 0.0001 | Loss: 1.1342 | Abs. Loss: 199.91
08/12/24 21:53:38 (0m 03s) | [1/10] Batch 155 (0.012s) | LR: 0.0001 | Loss: 1.2648 | Abs. Loss: 201.18
08/12/24 21:53:38 (0m 03s) | [1/10] Batch 156 (0.014s) | LR: 0.0001 | Loss: 1.2267 | Abs. Loss: 202.40
08/12/24 21:53:38 (0m 03s) | [1/10] Batch 157 (0.016s) | LR: 0.0001 | Loss: 1.1739 | Abs. Loss: 203.58
08/12/24 21:53:38 (0m 03s) | [1/10] Batch 158 (0.013s) | LR: 0.0001 | Loss: 1.2013 | Abs. Loss: 204.78
08/12/24 21:53:38 (0m 03s) | [1/10] Batch 159 (0.014s) | LR: 0.0001 | Loss: 1.2172 | Abs. Loss: 206.00
08/12/24 21:53:38 (0m 03s) | [1/10] Batch 160 (0.015s) | LR: 0.0001 | Loss: 1.2524 | Abs. Loss: 207.25
08/12/24 21:53:38 (0m 03s) | [1/10] Batch 161 (0.013s) | LR: 0.0001 | Loss: 1.1770 | Abs. Loss: 208.43
08/12/24 21:53:38 (0m 03s) | [1/10] Batch 162 (0.013s) | LR: 0.0001 | Loss: 1.2320 | Abs. Loss: 209.66
08/12/24 21:53:38 (0m 03s) | [1/10] Batch 163 (0.015s) | LR: 0.0001 | Loss: 1.2130 | Abs. Loss: 210.87
08/12/24 21:53:38 (0m 03s) | [1/10] Batch 164 (0.013s) | LR: 0.0001 | Loss: 1.2094 | Abs. Loss: 212.08
08/12/24 21:53:38 (0m 03s) | [1/10] Batch 165 (0.014s) | LR: 0.0001 | Loss: 1.3024 | Abs. Loss: 213.38
08/12/24 21:53:38 (0m 03s) | [1/10] Batch 166 (0.016s) | LR: 0.0001 | Loss: 1.1704 | Abs. Loss: 214.55
08/12/24 21:53:38 (0m 03s) | [1/10] Batch 167 (0.013s) | LR: 0.0001 | Loss: 1.2603 | Abs. Loss: 215.81
08/12/24 21:53:38 (0m 03s) | [1/10] Batch 168 (0.013s) | LR: 0.0001 | Loss: 1.3106 | Abs. Loss: 217.12
08/12/24 21:53:38 (0m 03s) | [1/10] Batch 169 (0.014s) | LR: 0.0001 | Loss: 1.2958 | Abs. Loss: 218.42
08/12/24 21:53:38 (0m 03s) | [1/10] Batch 170 (0.013s) | LR: 0.0001 | Loss: 1.3816 | Abs. Loss: 219.80
08/12/24 21:53:38 (0m 03s) | [1/10] Batch 171 (0.015s) | LR: 0.0001 | Loss: 1.2732 | Abs. Loss: 221.07
08/12/24 21:53:38 (0m 03s) | [1/10] Batch 172 (0.014s) | LR: 0.0001 | Loss: 1.2744 | Abs. Loss: 222.35
08/12/24 21:53:38 (0m 03s) | [1/10] Batch 173 (0.013s) | LR: 0.0001 | Loss: 1.3584 | Abs. Loss: 223.71
08/12/24 21:53:38 (0m 03s) | [1/10] Batch 174 (0.016s) | LR: 0.0001 | Loss: 1.3262 | Abs. Loss: 225.03
08/12/24 21:53:38 (0m 03s) | [1/10] Batch 175 (0.014s) | LR: 0.0001 | Loss: 1.3117 | Abs. Loss: 226.34
08/12/24 21:53:38 (0m 03s) | [1/10] Batch 176 (0.013s) | LR: 0.0001 | Loss: 1.3041 | Abs. Loss: 227.65
08/12/24 21:53:38 (0m 04s) | [1/10] Batch 177 (0.015s) | LR: 0.0001 | Loss: 1.2612 | Abs. Loss: 228.91
08/12/24 21:53:38 (0m 04s) | [1/10] Batch 178 (0.013s) | LR: 0.0001 | Loss: 1.2101 | Abs. Loss: 230.12
08/12/24 21:53:38 (0m 04s) | [1/10] Batch 179 (0.013s) | LR: 0.0001 | Loss: 1.2648 | Abs. Loss: 231.39
08/12/24 21:53:38 (0m 04s) | [1/10] Batch 180 (0.015s) | LR: 0.0001 | Loss: 1.2794 | Abs. Loss: 232.66
08/12/24 21:53:38 (0m 04s) | [1/10] Batch 181 (0.014s) | LR: 0.0001 | Loss: 1.2489 | Abs. Loss: 233.91
08/12/24 21:53:38 (0m 04s) | [1/10] Batch 182 (0.014s) | LR: 0.0001 | Loss: 1.2596 | Abs. Loss: 235.17
08/12/24 21:53:38 (0m 04s) | [1/10] Batch 183 (0.014s) | LR: 0.0001 | Loss: 1.2146 | Abs. Loss: 236.39
08/12/24 21:53:38 (0m 04s) | [1/10] Batch 184 (0.014s) | LR: 0.0001 | Loss: 1.2008 | Abs. Loss: 237.59
08/12/24 21:53:38 (0m 04s) | [1/10] Batch 185 (0.014s) | LR: 0.0001 | Loss: 1.1536 | Abs. Loss: 238.74
08/12/24 21:53:38 (0m 04s) | [1/10] Batch 186 (0.015s) | LR: 0.0001 | Loss: 1.2722 | Abs. Loss: 240.01
08/12/24 21:53:38 (0m 04s) | [1/10] Batch 187 (0.014s) | LR: 0.0001 | Loss: 1.2912 | Abs. Loss: 241.31
08/12/24 21:53:38 (0m 04s) | [1/10] Batch 188 (0.013s) | LR: 0.0001 | Loss: 1.3016 | Abs. Loss: 242.61
