08/12/24 22:15:09 Training initiated with the following parameters:
Model Parameters: (('in_channels', 1), ('hidden_channels', 32), ('out_channels', 64), ('conv_kernel_size', 5), ('pool_kernel_size', 2), ('pool_stride', 2), ('dropout', 0.5), ('leak', 0.4), ('input_size', 8192))

08/12/24 22:15:10 (0m 00s) | [1/10] Batch 0 (0.687s) | LR: 0.0001 | Loss: 1.3748 | Abs. Loss: 1.37
08/12/24 22:15:11 (0m 01s) | [1/10] Batch 19 (0.019s) | LR: 0.0001 | Loss: 1.3651 | Abs. Loss: 27.44
08/12/24 22:15:11 (0m 01s) | [1/10] Batch 20 (0.018s) | LR: 0.0001 | Loss: 1.3413 | Abs. Loss: 28.78
08/12/24 22:15:11 (0m 01s) | [1/10] Batch 21 (0.020s) | LR: 0.0001 | Loss: 1.3604 | Abs. Loss: 30.14
08/12/24 22:15:11 (0m 01s) | [1/10] Batch 22 (0.019s) | LR: 0.0001 | Loss: 1.3513 | Abs. Loss: 31.49
08/12/24 22:15:11 (0m 01s) | [1/10] Batch 23 (0.020s) | LR: 0.0001 | Loss: 1.3447 | Abs. Loss: 32.83
08/12/24 22:15:11 (0m 01s) | [1/10] Batch 24 (0.018s) | LR: 0.0001 | Loss: 1.3319 | Abs. Loss: 34.16
08/12/24 22:15:11 (0m 01s) | [1/10] Batch 25 (0.020s) | LR: 0.0001 | Loss: 1.3456 | Abs. Loss: 35.51
08/12/24 22:15:11 (0m 01s) | [1/10] Batch 26 (0.019s) | LR: 0.0001 | Loss: 1.3389 | Abs. Loss: 36.85
08/12/24 22:15:11 (0m 01s) | [1/10] Batch 27 (0.020s) | LR: 0.0001 | Loss: 1.3351 | Abs. Loss: 38.18
08/12/24 22:15:11 (0m 01s) | [1/10] Batch 28 (0.019s) | LR: 0.0001 | Loss: 1.3570 | Abs. Loss: 39.54
08/12/24 22:15:11 (0m 01s) | [1/10] Batch 29 (0.018s) | LR: 0.0001 | Loss: 1.3499 | Abs. Loss: 40.89
08/12/24 22:15:11 (0m 01s) | [1/10] Batch 30 (0.021s) | LR: 0.0001 | Loss: 1.3193 | Abs. Loss: 42.21
08/12/24 22:15:11 (0m 01s) | [1/10] Batch 31 (0.019s) | LR: 0.0001 | Loss: 1.3265 | Abs. Loss: 43.54
08/12/24 22:15:11 (0m 01s) | [1/10] Batch 32 (0.020s) | LR: 0.0001 | Loss: 1.3289 | Abs. Loss: 44.87
08/12/24 22:15:11 (0m 01s) | [1/10] Batch 33 (0.018s) | LR: 0.0001 | Loss: 1.3605 | Abs. Loss: 46.23
08/12/24 22:15:11 (0m 01s) | [1/10] Batch 34 (0.019s) | LR: 0.0001 | Loss: 1.3473 | Abs. Loss: 47.57
08/12/24 22:15:11 (0m 01s) | [1/10] Batch 35 (0.020s) | LR: 0.0001 | Loss: 1.3372 | Abs. Loss: 48.91
08/12/24 22:15:11 (0m 01s) | [1/10] Batch 36 (0.019s) | LR: 0.0001 | Loss: 1.3287 | Abs. Loss: 50.24
08/12/24 22:15:11 (0m 01s) | [1/10] Batch 37 (0.020s) | LR: 0.0001 | Loss: 1.3669 | Abs. Loss: 51.61
08/12/24 22:15:11 (0m 01s) | [1/10] Batch 38 (0.019s) | LR: 0.0001 | Loss: 1.3312 | Abs. Loss: 52.94
08/12/24 22:15:11 (0m 01s) | [1/10] Batch 39 (0.019s) | LR: 0.0001 | Loss: 1.3360 | Abs. Loss: 54.27
08/12/24 22:15:11 (0m 02s) | [1/10] Batch 40 (0.019s) | LR: 0.0001 | Loss: 1.3267 | Abs. Loss: 55.60
08/12/24 22:15:11 (0m 02s) | [1/10] Batch 41 (0.020s) | LR: 0.0001 | Loss: 1.3637 | Abs. Loss: 56.96
08/12/24 22:15:11 (0m 02s) | [1/10] Batch 42 (0.018s) | LR: 0.0001 | Loss: 1.3568 | Abs. Loss: 58.32
08/12/24 22:15:11 (0m 02s) | [1/10] Batch 43 (0.020s) | LR: 0.0001 | Loss: 1.3486 | Abs. Loss: 59.67
08/12/24 22:15:11 (0m 02s) | [1/10] Batch 44 (0.019s) | LR: 0.0001 | Loss: 1.3200 | Abs. Loss: 60.99
08/12/24 22:15:11 (0m 02s) | [1/10] Batch 45 (0.019s) | LR: 0.0001 | Loss: 1.3208 | Abs. Loss: 62.31
08/12/24 22:15:11 (0m 02s) | [1/10] Batch 46 (0.020s) | LR: 0.0001 | Loss: 1.3272 | Abs. Loss: 63.64
08/12/24 22:15:11 (0m 02s) | [1/10] Batch 47 (0.019s) | LR: 0.0001 | Loss: 1.3163 | Abs. Loss: 64.95
08/12/24 22:15:11 (0m 02s) | [1/10] Batch 48 (0.020s) | LR: 0.0001 | Loss: 1.3351 | Abs. Loss: 66.29
08/12/24 22:15:11 (0m 02s) | [1/10] Batch 49 (0.019s) | LR: 0.0001 | Loss: 1.3281 | Abs. Loss: 67.62
08/12/24 22:15:11 (0m 02s) | [1/10] Batch 50 (0.019s) | LR: 0.0001 | Loss: 1.3056 | Abs. Loss: 68.92
08/12/24 22:15:11 (0m 02s) | [1/10] Batch 51 (0.019s) | LR: 0.0001 | Loss: 1.3362 | Abs. Loss: 70.26
08/12/24 22:15:11 (0m 02s) | [1/10] Batch 52 (0.020s) | LR: 0.0001 | Loss: 1.2739 | Abs. Loss: 71.53
08/12/24 22:15:11 (0m 02s) | [1/10] Batch 53 (0.022s) | LR: 0.0001 | Loss: 1.2998 | Abs. Loss: 72.83
08/12/24 22:15:11 (0m 02s) | [1/10] Batch 54 (0.018s) | LR: 0.0001 | Loss: 1.3030 | Abs. Loss: 74.14
08/12/24 22:15:11 (0m 02s) | [1/10] Batch 55 (0.018s) | LR: 0.0001 | Loss: 1.3206 | Abs. Loss: 75.46
08/12/24 22:15:11 (0m 02s) | [1/10] Batch 56 (0.020s) | LR: 0.0001 | Loss: 1.3668 | Abs. Loss: 76.82
08/12/24 22:15:11 (0m 02s) | [1/10] Batch 57 (0.019s) | LR: 0.0001 | Loss: 1.3324 | Abs. Loss: 78.16
08/12/24 22:15:11 (0m 02s) | [1/10] Batch 58 (0.019s) | LR: 0.0001 | Loss: 1.3229 | Abs. Loss: 79.48
08/12/24 22:15:11 (0m 02s) | [1/10] Batch 59 (0.020s) | LR: 0.0001 | Loss: 1.3533 | Abs. Loss: 80.83
08/12/24 22:15:11 (0m 02s) | [1/10] Batch 60 (0.019s) | LR: 0.0001 | Loss: 1.3079 | Abs. Loss: 82.14
08/12/24 22:15:12 (0m 02s) | [1/10] Batch 61 (0.019s) | LR: 0.0001 | Loss: 1.3428 | Abs. Loss: 83.48
08/12/24 22:15:12 (0m 02s) | [1/10] Batch 62 (0.020s) | LR: 0.0001 | Loss: 1.3149 | Abs. Loss: 84.80
08/12/24 22:15:12 (0m 02s) | [1/10] Batch 63 (0.019s) | LR: 0.0001 | Loss: 1.3392 | Abs. Loss: 86.14
08/12/24 22:15:12 (0m 02s) | [1/10] Batch 64 (0.019s) | LR: 0.0001 | Loss: 1.2673 | Abs. Loss: 87.40
08/12/24 22:15:12 (0m 02s) | [1/10] Batch 65 (0.019s) | LR: 0.0001 | Loss: 1.2815 | Abs. Loss: 88.69
08/12/24 22:15:12 (0m 02s) | [1/10] Batch 66 (0.019s) | LR: 0.0001 | Loss: 1.3115 | Abs. Loss: 90.00
08/12/24 22:15:12 (0m 02s) | [1/10] Batch 67 (0.019s) | LR: 0.0001 | Loss: 1.3135 | Abs. Loss: 91.31
08/12/24 22:15:12 (0m 02s) | [1/10] Batch 68 (0.022s) | LR: 0.0001 | Loss: 1.3250 | Abs. Loss: 92.64
08/12/24 22:15:12 (0m 02s) | [1/10] Batch 69 (0.017s) | LR: 0.0001 | Loss: 1.2836 | Abs. Loss: 93.92
08/12/24 22:15:12 (0m 02s) | [1/10] Batch 70 (0.020s) | LR: 0.0001 | Loss: 1.3569 | Abs. Loss: 95.28
08/12/24 22:15:12 (0m 02s) | [1/10] Batch 71 (0.021s) | LR: 0.0001 | Loss: 1.3570 | Abs. Loss: 96.63
08/12/24 22:15:12 (0m 02s) | [1/10] Batch 72 (0.019s) | LR: 0.0001 | Loss: 1.3255 | Abs. Loss: 97.96
08/12/24 22:15:12 (0m 02s) | [1/10] Batch 73 (0.019s) | LR: 0.0001 | Loss: 1.3192 | Abs. Loss: 99.28
08/12/24 22:15:12 (0m 02s) | [1/10] Batch 74 (0.022s) | LR: 0.0001 | Loss: 1.3529 | Abs. Loss: 100.63
08/12/24 22:15:12 (0m 02s) | [1/10] Batch 75 (0.018s) | LR: 0.0001 | Loss: 1.2755 | Abs. Loss: 101.91
08/12/24 22:15:12 (0m 02s) | [1/10] Batch 76 (0.020s) | LR: 0.0001 | Loss: 1.2948 | Abs. Loss: 103.20
08/12/24 22:15:12 (0m 02s) | [1/10] Batch 77 (0.022s) | LR: 0.0001 | Loss: 1.2846 | Abs. Loss: 104.49
08/12/24 22:15:12 (0m 02s) | [1/10] Batch 78 (0.018s) | LR: 0.0001 | Loss: 1.2657 | Abs. Loss: 105.75
08/12/24 22:15:12 (0m 02s) | [1/10] Batch 79 (0.019s) | LR: 0.0001 | Loss: 1.3491 | Abs. Loss: 107.10
08/12/24 22:15:12 (0m 02s) | [1/10] Batch 80 (0.020s) | LR: 0.0001 | Loss: 1.3031 | Abs. Loss: 108.40
08/12/24 22:15:12 (0m 02s) | [1/10] Batch 81 (0.019s) | LR: 0.0001 | Loss: 1.3180 | Abs. Loss: 109.72
08/12/24 22:15:12 (0m 02s) | [1/10] Batch 82 (0.018s) | LR: 0.0001 | Loss: 1.2697 | Abs. Loss: 110.99
08/12/24 22:15:12 (0m 02s) | [1/10] Batch 83 (0.021s) | LR: 0.0001 | Loss: 1.3185 | Abs. Loss: 112.31
08/12/24 22:15:12 (0m 02s) | [1/10] Batch 84 (0.019s) | LR: 0.0001 | Loss: 1.3076 | Abs. Loss: 113.62
08/12/24 22:15:12 (0m 03s) | [1/10] Batch 85 (0.020s) | LR: 0.0001 | Loss: 1.2884 | Abs. Loss: 114.91
08/12/24 22:15:12 (0m 03s) | [1/10] Batch 86 (0.018s) | LR: 0.0001 | Loss: 1.2974 | Abs. Loss: 116.20
08/12/24 22:15:12 (0m 03s) | [1/10] Batch 87 (0.018s) | LR: 0.0001 | Loss: 1.2658 | Abs. Loss: 117.47
08/12/24 22:15:12 (0m 03s) | [1/10] Batch 88 (0.020s) | LR: 0.0001 | Loss: 1.2514 | Abs. Loss: 118.72
08/12/24 22:15:12 (0m 03s) | [1/10] Batch 89 (0.019s) | LR: 0.0001 | Loss: 1.2955 | Abs. Loss: 120.02
08/12/24 22:15:12 (0m 03s) | [1/10] Batch 90 (0.019s) | LR: 0.0001 | Loss: 1.3321 | Abs. Loss: 121.35
08/12/24 22:15:12 (0m 03s) | [1/10] Batch 91 (0.018s) | LR: 0.0001 | Loss: 1.2438 | Abs. Loss: 122.59
08/12/24 22:15:12 (0m 03s) | [1/10] Batch 92 (0.019s) | LR: 0.0001 | Loss: 1.3231 | Abs. Loss: 123.91
08/12/24 22:15:12 (0m 03s) | [1/10] Batch 93 (0.020s) | LR: 0.0001 | Loss: 1.3163 | Abs. Loss: 125.23
08/12/24 22:15:12 (0m 03s) | [1/10] Batch 94 (0.019s) | LR: 0.0001 | Loss: 1.3069 | Abs. Loss: 126.54
08/12/24 22:15:12 (0m 03s) | [1/10] Batch 95 (0.019s) | LR: 0.0001 | Loss: 1.2962 | Abs. Loss: 127.83
08/12/24 22:15:12 (0m 03s) | [1/10] Batch 96 (0.019s) | LR: 0.0001 | Loss: 1.3003 | Abs. Loss: 129.13
08/12/24 22:15:12 (0m 03s) | [1/10] Batch 97 (0.020s) | LR: 0.0001 | Loss: 1.2481 | Abs. Loss: 130.38
08/12/24 22:15:12 (0m 03s) | [1/10] Batch 98 (0.019s) | LR: 0.0001 | Loss: 1.2949 | Abs. Loss: 131.68
08/12/24 22:15:12 (0m 03s) | [1/10] Batch 99 (0.020s) | LR: 0.0001 | Loss: 1.2345 | Abs. Loss: 132.91
08/12/24 22:15:12 (0m 03s) | [1/10] Batch 100 (0.018s) | LR: 0.0001 | Loss: 1.2541 | Abs. Loss: 134.17
08/12/24 22:15:12 (0m 03s) | [1/10] Batch 101 (0.020s) | LR: 0.0001 | Loss: 1.2737 | Abs. Loss: 135.44
08/12/24 22:15:12 (0m 03s) | [1/10] Batch 102 (0.019s) | LR: 0.0001 | Loss: 1.2836 | Abs. Loss: 136.72
08/12/24 22:15:12 (0m 03s) | [1/10] Batch 103 (0.019s) | LR: 0.0001 | Loss: 1.2600 | Abs. Loss: 137.98
08/12/24 22:15:12 (0m 03s) | [1/10] Batch 104 (0.019s) | LR: 0.0001 | Loss: 1.2545 | Abs. Loss: 139.24
08/12/24 22:15:12 (0m 03s) | [1/10] Batch 105 (0.020s) | LR: 0.0001 | Loss: 1.3138 | Abs. Loss: 140.55
08/12/24 22:15:13 (0m 03s) | [1/10] Batch 106 (0.019s) | LR: 0.0001 | Loss: 1.3057 | Abs. Loss: 141.86
08/12/24 22:15:13 (0m 03s) | [1/10] Batch 107 (0.020s) | LR: 0.0001 | Loss: 1.3414 | Abs. Loss: 143.20
08/12/24 22:15:13 (0m 03s) | [1/10] Batch 108 (0.019s) | LR: 0.0001 | Loss: 1.3185 | Abs. Loss: 144.52
08/12/24 22:15:13 (0m 03s) | [1/10] Batch 109 (0.018s) | LR: 0.0001 | Loss: 1.3336 | Abs. Loss: 145.85
08/12/24 22:15:13 (0m 03s) | [1/10] Batch 110 (0.020s) | LR: 0.0001 | Loss: 1.3879 | Abs. Loss: 147.24
08/12/24 22:15:13 (0m 03s) | [1/10] Batch 111 (0.019s) | LR: 0.0001 | Loss: 1.3065 | Abs. Loss: 148.55
08/12/24 22:15:13 (0m 03s) | [1/10] Batch 112 (0.020s) | LR: 0.0001 | Loss: 1.2659 | Abs. Loss: 149.81
08/12/24 22:15:13 (0m 03s) | [1/10] Batch 113 (0.018s) | LR: 0.0001 | Loss: 1.2979 | Abs. Loss: 151.11
08/12/24 22:15:13 (0m 03s) | [1/10] Batch 114 (0.020s) | LR: 0.0001 | Loss: 1.3314 | Abs. Loss: 152.44
08/12/24 22:15:13 (0m 03s) | [1/10] Batch 115 (0.020s) | LR: 0.0001 | Loss: 1.2873 | Abs. Loss: 153.73
08/12/24 22:15:13 (0m 03s) | [1/10] Batch 116 (0.020s) | LR: 0.0001 | Loss: 1.2194 | Abs. Loss: 154.95
08/12/24 22:15:13 (0m 03s) | [1/10] Batch 117 (0.020s) | LR: 0.0001 | Loss: 1.2121 | Abs. Loss: 156.16
08/12/24 22:15:13 (0m 03s) | [1/10] Batch 118 (0.020s) | LR: 0.0001 | Loss: 1.3154 | Abs. Loss: 157.47
08/12/24 22:15:13 (0m 03s) | [1/10] Batch 119 (0.018s) | LR: 0.0001 | Loss: 1.2945 | Abs. Loss: 158.77
08/12/24 22:15:13 (0m 03s) | [1/10] Batch 120 (0.019s) | LR: 0.0001 | Loss: 1.2464 | Abs. Loss: 160.02
08/12/24 22:15:13 (0m 03s) | [1/10] Batch 121 (0.021s) | LR: 0.0001 | Loss: 1.2704 | Abs. Loss: 161.29
08/12/24 22:15:13 (0m 03s) | [1/10] Batch 122 (0.017s) | LR: 0.0001 | Loss: 1.2682 | Abs. Loss: 162.55
08/12/24 22:15:13 (0m 03s) | [1/10] Batch 123 (0.020s) | LR: 0.0001 | Loss: 1.3041 | Abs. Loss: 163.86
08/12/24 22:15:13 (0m 03s) | [1/10] Batch 124 (0.021s) | LR: 0.0001 | Loss: 1.2276 | Abs. Loss: 165.09
08/12/24 22:15:13 (0m 03s) | [1/10] Batch 125 (0.019s) | LR: 0.0001 | Loss: 1.3153 | Abs. Loss: 166.40
08/12/24 22:15:13 (0m 03s) | [1/10] Batch 126 (0.018s) | LR: 0.0001 | Loss: 1.2556 | Abs. Loss: 167.66
08/12/24 22:15:13 (0m 03s) | [1/10] Batch 127 (0.020s) | LR: 0.0001 | Loss: 1.2925 | Abs. Loss: 168.95
08/12/24 22:15:13 (0m 03s) | [1/10] Batch 128 (0.012s) | LR: 0.0001 | Loss: 1.2894 | Abs. Loss: 170.24
08/12/24 22:15:13 (0m 03s) | [1/10] Batch 129 (0.021s) | LR: 0.0001 | Loss: 1.2793 | Abs. Loss: 171.52
08/12/24 22:15:13 (0m 04s) | [1/10] Batch 130 (0.020s) | LR: 0.0001 | Loss: 1.2746 | Abs. Loss: 172.79
08/12/24 22:15:13 (0m 04s) | [1/10] Batch 131 (0.018s) | LR: 0.0001 | Loss: 1.2694 | Abs. Loss: 174.06
08/12/24 22:15:13 (0m 04s) | [1/10] Batch 132 (0.021s) | LR: 0.0001 | Loss: 1.3415 | Abs. Loss: 175.40
08/12/24 22:15:13 (0m 04s) | [1/10] Batch 133 (0.019s) | LR: 0.0001 | Loss: 1.1989 | Abs. Loss: 176.60
08/12/24 22:15:13 (0m 04s) | [1/10] Batch 134 (0.021s) | LR: 0.0001 | Loss: 1.2129 | Abs. Loss: 177.82
08/12/24 22:15:13 (0m 04s) | [1/10] Batch 135 (0.017s) | LR: 0.0001 | Loss: 1.3899 | Abs. Loss: 179.20
08/12/24 22:15:13 (0m 04s) | [1/10] Batch 136 (0.019s) | LR: 0.0001 | Loss: 1.3251 | Abs. Loss: 180.53
08/12/24 22:15:13 (0m 04s) | [1/10] Batch 137 (0.020s) | LR: 0.0001 | Loss: 1.2289 | Abs. Loss: 181.76
08/12/24 22:15:13 (0m 04s) | [1/10] Batch 138 (0.019s) | LR: 0.0001 | Loss: 1.2363 | Abs. Loss: 183.00
08/12/24 22:15:13 (0m 04s) | [1/10] Batch 139 (0.019s) | LR: 0.0001 | Loss: 1.3233 | Abs. Loss: 184.32
08/12/24 22:15:13 (0m 04s) | [1/10] Batch 140 (0.020s) | LR: 0.0001 | Loss: 1.2747 | Abs. Loss: 185.59
08/12/24 22:15:13 (0m 04s) | [1/10] Batch 141 (0.019s) | LR: 0.0001 | Loss: 1.2382 | Abs. Loss: 186.83
08/12/24 22:15:13 (0m 04s) | [1/10] Batch 142 (0.019s) | LR: 0.0001 | Loss: 1.2769 | Abs. Loss: 188.11
08/12/24 22:15:13 (0m 04s) | [1/10] Batch 143 (0.020s) | LR: 0.0001 | Loss: 1.3307 | Abs. Loss: 189.44
08/12/24 22:15:13 (0m 04s) | [1/10] Batch 144 (0.018s) | LR: 0.0001 | Loss: 1.1691 | Abs. Loss: 190.61
08/12/24 22:15:13 (0m 04s) | [1/10] Batch 145 (0.020s) | LR: 0.0001 | Loss: 1.2768 | Abs. Loss: 191.88
08/12/24 22:15:13 (0m 04s) | [1/10] Batch 146 (0.019s) | LR: 0.0001 | Loss: 1.2853 | Abs. Loss: 193.17
08/12/24 22:15:13 (0m 04s) | [1/10] Batch 147 (0.020s) | LR: 0.0001 | Loss: 1.2574 | Abs. Loss: 194.43
08/12/24 22:15:13 (0m 04s) | [1/10] Batch 148 (0.019s) | LR: 0.0001 | Loss: 1.2304 | Abs. Loss: 195.66
08/12/24 22:15:13 (0m 04s) | [1/10] Batch 149 (0.018s) | LR: 0.0001 | Loss: 1.3065 | Abs. Loss: 196.96
08/12/24 22:15:13 (0m 04s) | [1/10] Batch 150 (0.020s) | LR: 0.0001 | Loss: 1.2369 | Abs. Loss: 198.20
08/12/24 22:15:14 (0m 04s) | [1/10] Batch 151 (0.020s) | LR: 0.0001 | Loss: 1.3858 | Abs. Loss: 199.59
08/12/24 22:15:14 (0m 04s) | [1/10] Batch 152 (0.020s) | LR: 0.0001 | Loss: 1.1790 | Abs. Loss: 200.77
08/12/24 22:15:14 (0m 04s) | [1/10] Batch 153 (0.018s) | LR: 0.0001 | Loss: 1.2002 | Abs. Loss: 201.97
08/12/24 22:15:14 (0m 04s) | [1/10] Batch 154 (0.020s) | LR: 0.0001 | Loss: 1.3024 | Abs. Loss: 203.27
08/12/24 22:15:14 (0m 04s) | [1/10] Batch 155 (0.020s) | LR: 0.0001 | Loss: 1.2204 | Abs. Loss: 204.49
08/12/24 22:15:14 (0m 04s) | [1/10] Batch 156 (0.020s) | LR: 0.0001 | Loss: 1.2760 | Abs. Loss: 205.77
08/12/24 22:15:14 (0m 04s) | [1/10] Batch 157 (0.020s) | LR: 0.0001 | Loss: 1.3081 | Abs. Loss: 207.07
08/12/24 22:15:14 (0m 04s) | [1/10] Batch 158 (0.018s) | LR: 0.0001 | Loss: 1.2531 | Abs. Loss: 208.33
08/12/24 22:15:14 (0m 04s) | [1/10] Batch 159 (0.021s) | LR: 0.0001 | Loss: 1.3499 | Abs. Loss: 209.68
08/12/24 22:15:14 (0m 04s) | [1/10] Batch 160 (0.020s) | LR: 0.0001 | Loss: 1.2571 | Abs. Loss: 210.93
08/12/24 22:15:14 (0m 04s) | [1/10] Batch 161 (0.020s) | LR: 0.0001 | Loss: 1.3108 | Abs. Loss: 212.24
08/12/24 22:15:14 (0m 04s) | [1/10] Batch 162 (0.019s) | LR: 0.0001 | Loss: 1.2537 | Abs. Loss: 213.50
08/12/24 22:15:14 (0m 04s) | [1/10] Batch 163 (0.019s) | LR: 0.0001 | Loss: 1.2540 | Abs. Loss: 214.75
08/12/24 22:15:14 (0m 04s) | [1/10] Batch 164 (0.022s) | LR: 0.0001 | Loss: 1.2500 | Abs. Loss: 216.00
08/12/24 22:15:14 (0m 04s) | [1/10] Batch 165 (0.019s) | LR: 0.0001 | Loss: 1.3237 | Abs. Loss: 217.33
08/12/24 22:15:14 (0m 04s) | [1/10] Batch 166 (0.020s) | LR: 0.0001 | Loss: 1.2764 | Abs. Loss: 218.60
08/12/24 22:15:14 (0m 04s) | [1/10] Batch 167 (0.020s) | LR: 0.0001 | Loss: 1.2646 | Abs. Loss: 219.87
08/12/24 22:15:14 (0m 04s) | [1/10] Batch 168 (0.020s) | LR: 0.0001 | Loss: 1.3075 | Abs. Loss: 221.17
08/12/24 22:15:14 (0m 04s) | [1/10] Batch 169 (0.020s) | LR: 0.0001 | Loss: 1.2941 | Abs. Loss: 222.47
08/12/24 22:15:14 (0m 04s) | [1/10] Batch 170 (0.020s) | LR: 0.0001 | Loss: 1.2841 | Abs. Loss: 223.75
08/12/24 22:15:14 (0m 04s) | [1/10] Batch 171 (0.018s) | LR: 0.0001 | Loss: 1.3902 | Abs. Loss: 225.14
08/12/24 22:15:14 (0m 04s) | [1/10] Batch 172 (0.019s) | LR: 0.0001 | Loss: 1.2084 | Abs. Loss: 226.35
08/12/24 22:15:14 (0m 04s) | [1/10] Batch 173 (0.020s) | LR: 0.0001 | Loss: 1.2418 | Abs. Loss: 227.59
08/12/24 22:15:14 (0m 04s) | [1/10] Batch 174 (0.020s) | LR: 0.0001 | Loss: 1.2894 | Abs. Loss: 228.88
08/12/24 22:15:14 (0m 05s) | [1/10] Batch 175 (0.020s) | LR: 0.0001 | Loss: 1.2891 | Abs. Loss: 230.17
08/12/24 22:15:14 (0m 05s) | [1/10] Batch 176 (0.018s) | LR: 0.0001 | Loss: 1.2528 | Abs. Loss: 231.42
08/12/24 22:15:14 (0m 05s) | [1/10] Batch 177 (0.019s) | LR: 0.0001 | Loss: 1.3371 | Abs. Loss: 232.76
08/12/24 22:15:14 (0m 05s) | [1/10] Batch 178 (0.019s) | LR: 0.0001 | Loss: 1.2661 | Abs. Loss: 234.03
08/12/24 22:15:14 (0m 05s) | [1/10] Batch 179 (0.020s) | LR: 0.0001 | Loss: 1.3040 | Abs. Loss: 235.33
08/12/24 22:15:14 (0m 05s) | [1/10] Batch 180 (0.019s) | LR: 0.0001 | Loss: 1.2792 | Abs. Loss: 236.61
08/12/24 22:15:14 (0m 05s) | [1/10] Batch 181 (0.020s) | LR: 0.0001 | Loss: 1.2343 | Abs. Loss: 237.84
08/12/24 22:15:14 (0m 05s) | [1/10] Batch 182 (0.019s) | LR: 0.0001 | Loss: 1.2426 | Abs. Loss: 239.09
08/12/24 22:15:14 (0m 05s) | [1/10] Batch 183 (0.020s) | LR: 0.0001 | Loss: 1.3316 | Abs. Loss: 240.42
08/12/24 22:15:14 (0m 05s) | [1/10] Batch 184 (0.021s) | LR: 0.0001 | Loss: 1.2238 | Abs. Loss: 241.64
08/12/24 22:15:14 (0m 05s) | [1/10] Batch 185 (0.020s) | LR: 0.0001 | Loss: 1.2524 | Abs. Loss: 242.90
08/12/24 22:15:14 (0m 05s) | [1/10] Batch 186 (0.020s) | LR: 0.0001 | Loss: 1.2001 | Abs. Loss: 244.10
08/12/24 22:15:14 (0m 05s) | [1/10] Batch 187 (0.020s) | LR: 0.0001 | Loss: 1.3303 | Abs. Loss: 245.43
08/12/24 22:15:14 (0m 05s) | [1/10] Batch 188 (0.019s) | LR: 0.0001 | Loss: 1.2089 | Abs. Loss: 246.63
