08/12/24 12:30:03 Training initiated with the following parameters:
Model Parameters: (('in_channels', 1), ('hidden_channels', 32), ('out_channels', 64), ('conv_kernel_size', 5), ('pool_kernel_size', 2), ('pool_stride', 2), ('dropout', 0.5), ('leak', 0.4), ('input_size', 8192))

08/12/24 12:30:03 (0m 00s) | [1/300] Batch 0 (0.670s) | LR: 0.0001 | Loss: 1.3598 | Abs. Loss: 1.36
08/12/24 12:30:04 (0m 01s) | [1/300] Batch 24 (0.016s) | LR: 0.0001 | Loss: 1.1149 | Abs. Loss: 32.08
08/12/24 12:30:04 (0m 01s) | [1/300] Batch 25 (0.018s) | LR: 0.0001 | Loss: 1.3368 | Abs. Loss: 33.42
08/12/24 12:30:04 (0m 01s) | [1/300] Batch 26 (0.016s) | LR: 0.0001 | Loss: 1.2189 | Abs. Loss: 34.64
08/12/24 12:30:04 (0m 01s) | [1/300] Batch 27 (0.018s) | LR: 0.0001 | Loss: 1.1756 | Abs. Loss: 35.82
08/12/24 12:30:04 (0m 01s) | [1/300] Batch 28 (0.017s) | LR: 0.0001 | Loss: 1.2359 | Abs. Loss: 37.05
08/12/24 12:30:04 (0m 01s) | [1/300] Batch 29 (0.016s) | LR: 0.0001 | Loss: 1.1722 | Abs. Loss: 38.22
08/12/24 12:30:04 (0m 01s) | [1/300] Batch 30 (0.018s) | LR: 0.0001 | Loss: 1.1841 | Abs. Loss: 39.41
08/12/24 12:30:05 (0m 01s) | [1/300] Batch 31 (0.016s) | LR: 0.0001 | Loss: 1.3287 | Abs. Loss: 40.74
08/12/24 12:30:05 (0m 01s) | [1/300] Batch 32 (0.018s) | LR: 0.0001 | Loss: 1.2339 | Abs. Loss: 41.97
08/12/24 12:30:05 (0m 01s) | [1/300] Batch 33 (0.016s) | LR: 0.0001 | Loss: 1.0681 | Abs. Loss: 43.04
08/12/24 12:30:05 (0m 01s) | [1/300] Batch 34 (0.017s) | LR: 0.0001 | Loss: 1.1589 | Abs. Loss: 44.20
08/12/24 12:30:05 (0m 01s) | [1/300] Batch 35 (0.017s) | LR: 0.0001 | Loss: 1.1568 | Abs. Loss: 45.35
08/12/24 12:30:05 (0m 01s) | [1/300] Batch 36 (0.016s) | LR: 0.0001 | Loss: 1.2874 | Abs. Loss: 46.64
08/12/24 12:30:05 (0m 01s) | [1/300] Batch 37 (0.018s) | LR: 0.0001 | Loss: 1.3933 | Abs. Loss: 48.04
08/12/24 12:30:05 (0m 01s) | [1/300] Batch 38 (0.016s) | LR: 0.0001 | Loss: 1.3395 | Abs. Loss: 49.37
08/12/24 12:30:05 (0m 01s) | [1/300] Batch 39 (0.018s) | LR: 0.0001 | Loss: 1.2758 | Abs. Loss: 50.65
08/12/24 12:30:05 (0m 01s) | [1/300] Batch 40 (0.018s) | LR: 0.0001 | Loss: 1.2217 | Abs. Loss: 51.87
08/12/24 12:30:05 (0m 01s) | [1/300] Batch 41 (0.017s) | LR: 0.0001 | Loss: 1.3503 | Abs. Loss: 53.22
08/12/24 12:30:05 (0m 01s) | [1/300] Batch 42 (0.018s) | LR: 0.0001 | Loss: 1.2222 | Abs. Loss: 54.45
08/12/24 12:30:05 (0m 01s) | [1/300] Batch 43 (0.017s) | LR: 0.0001 | Loss: 1.2100 | Abs. Loss: 55.65
08/12/24 12:30:05 (0m 01s) | [1/300] Batch 44 (0.016s) | LR: 0.0001 | Loss: 1.3600 | Abs. Loss: 57.01
08/12/24 12:30:05 (0m 01s) | [1/300] Batch 45 (0.018s) | LR: 0.0001 | Loss: 1.2524 | Abs. Loss: 58.27
08/12/24 12:30:05 (0m 02s) | [1/300] Batch 46 (0.017s) | LR: 0.0001 | Loss: 1.1804 | Abs. Loss: 59.45
08/12/24 12:30:05 (0m 02s) | [1/300] Batch 47 (0.017s) | LR: 0.0001 | Loss: 1.2404 | Abs. Loss: 60.69
08/12/24 12:30:05 (0m 02s) | [1/300] Batch 48 (0.016s) | LR: 0.0001 | Loss: 1.3472 | Abs. Loss: 62.04
08/12/24 12:30:05 (0m 02s) | [1/300] Batch 49 (0.018s) | LR: 0.0001 | Loss: 1.1477 | Abs. Loss: 63.18
08/12/24 12:30:05 (0m 02s) | [1/300] Batch 50 (0.016s) | LR: 0.0001 | Loss: 1.4076 | Abs. Loss: 64.59
08/12/24 12:30:05 (0m 02s) | [1/300] Batch 51 (0.018s) | LR: 0.0001 | Loss: 1.1798 | Abs. Loss: 65.77
08/12/24 12:30:05 (0m 02s) | [1/300] Batch 52 (0.018s) | LR: 0.0001 | Loss: 1.2416 | Abs. Loss: 67.01
08/12/24 12:30:05 (0m 02s) | [1/300] Batch 53 (0.018s) | LR: 0.0001 | Loss: 1.3190 | Abs. Loss: 68.33
08/12/24 12:30:05 (0m 02s) | [1/300] Batch 54 (0.016s) | LR: 0.0001 | Loss: 1.3023 | Abs. Loss: 69.63
08/12/24 12:30:05 (0m 02s) | [1/300] Batch 55 (0.018s) | LR: 0.0001 | Loss: 1.2748 | Abs. Loss: 70.91
08/12/24 12:30:05 (0m 02s) | [1/300] Batch 56 (0.018s) | LR: 0.0001 | Loss: 1.3109 | Abs. Loss: 72.22
08/12/24 12:30:05 (0m 02s) | [1/300] Batch 57 (0.017s) | LR: 0.0001 | Loss: 1.2447 | Abs. Loss: 73.46
08/12/24 12:30:05 (0m 02s) | [1/300] Batch 58 (0.018s) | LR: 0.0001 | Loss: 1.2862 | Abs. Loss: 74.75
08/12/24 12:30:05 (0m 02s) | [1/300] Batch 59 (0.016s) | LR: 0.0001 | Loss: 1.2768 | Abs. Loss: 76.03
08/12/24 12:30:05 (0m 02s) | [1/300] Batch 60 (0.018s) | LR: 0.0001 | Loss: 1.3059 | Abs. Loss: 77.33
08/12/24 12:30:05 (0m 02s) | [1/300] Batch 61 (0.018s) | LR: 0.0001 | Loss: 1.2026 | Abs. Loss: 78.54
08/12/24 12:30:05 (0m 02s) | [1/300] Batch 62 (0.018s) | LR: 0.0001 | Loss: 1.1686 | Abs. Loss: 79.70
08/12/24 12:30:05 (0m 02s) | [1/300] Batch 63 (0.016s) | LR: 0.0001 | Loss: 1.2672 | Abs. Loss: 80.97
08/12/24 12:30:05 (0m 02s) | [1/300] Batch 64 (0.016s) | LR: 0.0001 | Loss: 1.1756 | Abs. Loss: 82.15
08/12/24 12:30:05 (0m 02s) | [1/300] Batch 65 (0.018s) | LR: 0.0001 | Loss: 1.1369 | Abs. Loss: 83.28
08/12/24 12:30:05 (0m 02s) | [1/300] Batch 66 (0.017s) | LR: 0.0001 | Loss: 1.2687 | Abs. Loss: 84.55
08/12/24 12:30:05 (0m 02s) | [1/300] Batch 67 (0.020s) | LR: 0.0001 | Loss: 1.2832 | Abs. Loss: 85.84
08/12/24 12:30:05 (0m 02s) | [1/300] Batch 68 (0.016s) | LR: 0.0001 | Loss: 1.2443 | Abs. Loss: 87.08
08/12/24 12:30:05 (0m 02s) | [1/300] Batch 69 (0.018s) | LR: 0.0001 | Loss: 1.2378 | Abs. Loss: 88.32
08/12/24 12:30:05 (0m 02s) | [1/300] Batch 70 (0.017s) | LR: 0.0001 | Loss: 1.1651 | Abs. Loss: 89.48
08/12/24 12:30:05 (0m 02s) | [1/300] Batch 71 (0.017s) | LR: 0.0001 | Loss: 1.1771 | Abs. Loss: 90.66
08/12/24 12:30:05 (0m 02s) | [1/300] Batch 72 (0.017s) | LR: 0.0001 | Loss: 1.2648 | Abs. Loss: 91.92
08/12/24 12:30:05 (0m 02s) | [1/300] Batch 73 (0.017s) | LR: 0.0001 | Loss: 1.2730 | Abs. Loss: 93.20
08/12/24 12:30:05 (0m 02s) | [1/300] Batch 74 (0.017s) | LR: 0.0001 | Loss: 1.2411 | Abs. Loss: 94.44
08/12/24 12:30:05 (0m 02s) | [1/300] Batch 75 (0.017s) | LR: 0.0001 | Loss: 1.2423 | Abs. Loss: 95.68
08/12/24 12:30:05 (0m 02s) | [1/300] Batch 76 (0.020s) | LR: 0.0001 | Loss: 1.2548 | Abs. Loss: 96.94
08/12/24 12:30:05 (0m 02s) | [1/300] Batch 77 (0.016s) | LR: 0.0001 | Loss: 1.2312 | Abs. Loss: 98.17
08/12/24 12:30:05 (0m 02s) | [1/300] Batch 78 (0.017s) | LR: 0.0001 | Loss: 1.1929 | Abs. Loss: 99.36
08/12/24 12:30:05 (0m 02s) | [1/300] Batch 79 (0.018s) | LR: 0.0001 | Loss: 1.1709 | Abs. Loss: 100.53
08/12/24 12:30:05 (0m 02s) | [1/300] Batch 80 (0.018s) | LR: 0.0001 | Loss: 1.3443 | Abs. Loss: 101.88
08/12/24 12:30:06 (0m 02s) | [1/300] Batch 81 (0.017s) | LR: 0.0001 | Loss: 1.3371 | Abs. Loss: 103.21
08/12/24 12:30:06 (0m 02s) | [1/300] Batch 82 (0.016s) | LR: 0.0001 | Loss: 1.2157 | Abs. Loss: 104.43
08/12/24 12:30:06 (0m 02s) | [1/300] Batch 83 (0.018s) | LR: 0.0001 | Loss: 1.1532 | Abs. Loss: 105.58
08/12/24 12:30:06 (0m 02s) | [1/300] Batch 84 (0.017s) | LR: 0.0001 | Loss: 1.1835 | Abs. Loss: 106.76
08/12/24 12:30:06 (0m 02s) | [1/300] Batch 85 (0.017s) | LR: 0.0001 | Loss: 1.2759 | Abs. Loss: 108.04
08/12/24 12:30:06 (0m 02s) | [1/300] Batch 86 (0.017s) | LR: 0.0001 | Loss: 1.1590 | Abs. Loss: 109.20
08/12/24 12:30:06 (0m 02s) | [1/300] Batch 87 (0.017s) | LR: 0.0001 | Loss: 1.2439 | Abs. Loss: 110.44
08/12/24 12:30:06 (0m 02s) | [1/300] Batch 88 (0.018s) | LR: 0.0001 | Loss: 1.1924 | Abs. Loss: 111.64
08/12/24 12:30:06 (0m 02s) | [1/300] Batch 89 (0.017s) | LR: 0.0001 | Loss: 1.1329 | Abs. Loss: 112.77
08/12/24 12:30:06 (0m 02s) | [1/300] Batch 90 (0.018s) | LR: 0.0001 | Loss: 1.1666 | Abs. Loss: 113.94
08/12/24 12:30:06 (0m 02s) | [1/300] Batch 91 (0.018s) | LR: 0.0001 | Loss: 1.0541 | Abs. Loss: 114.99
08/12/24 12:30:06 (0m 02s) | [1/300] Batch 92 (0.018s) | LR: 0.0001 | Loss: 1.2371 | Abs. Loss: 116.23
08/12/24 12:30:06 (0m 02s) | [1/300] Batch 93 (0.016s) | LR: 0.0001 | Loss: 1.2700 | Abs. Loss: 117.50
08/12/24 12:30:06 (0m 02s) | [1/300] Batch 94 (0.020s) | LR: 0.0001 | Loss: 1.2039 | Abs. Loss: 118.70
08/12/24 12:30:06 (0m 03s) | [1/300] Batch 95 (0.016s) | LR: 0.0001 | Loss: 1.2063 | Abs. Loss: 119.91
08/12/24 12:30:06 (0m 03s) | [1/300] Batch 96 (0.017s) | LR: 0.0001 | Loss: 1.1150 | Abs. Loss: 121.02
08/12/24 12:30:06 (0m 03s) | [1/300] Batch 97 (0.018s) | LR: 0.0001 | Loss: 1.2337 | Abs. Loss: 122.26
08/12/24 12:30:06 (0m 03s) | [1/300] Batch 98 (0.016s) | LR: 0.0001 | Loss: 1.2219 | Abs. Loss: 123.48
08/12/24 12:30:06 (0m 03s) | [1/300] Batch 99 (0.019s) | LR: 0.0001 | Loss: 1.2233 | Abs. Loss: 124.70
08/12/24 12:30:06 (0m 03s) | [1/300] Batch 100 (0.017s) | LR: 0.0001 | Loss: 1.2167 | Abs. Loss: 125.92
08/12/24 12:30:06 (0m 03s) | [1/300] Batch 101 (0.018s) | LR: 0.0001 | Loss: 1.2235 | Abs. Loss: 127.14
08/12/24 12:30:06 (0m 03s) | [1/300] Batch 102 (0.018s) | LR: 0.0001 | Loss: 1.2696 | Abs. Loss: 128.41
08/12/24 12:30:06 (0m 03s) | [1/300] Batch 103 (0.016s) | LR: 0.0001 | Loss: 1.1528 | Abs. Loss: 129.56
08/12/24 12:30:06 (0m 03s) | [1/300] Batch 104 (0.017s) | LR: 0.0001 | Loss: 1.1635 | Abs. Loss: 130.73
08/12/24 12:30:06 (0m 03s) | [1/300] Batch 105 (0.016s) | LR: 0.0001 | Loss: 1.2924 | Abs. Loss: 132.02
08/12/24 12:30:06 (0m 03s) | [1/300] Batch 106 (0.018s) | LR: 0.0001 | Loss: 1.2019 | Abs. Loss: 133.22
08/12/24 12:30:06 (0m 03s) | [1/300] Batch 107 (0.017s) | LR: 0.0001 | Loss: 1.3296 | Abs. Loss: 134.55
08/12/24 12:30:06 (0m 03s) | [1/300] Batch 108 (0.018s) | LR: 0.0001 | Loss: 1.3117 | Abs. Loss: 135.86
08/12/24 12:30:06 (0m 03s) | [1/300] Batch 109 (0.018s) | LR: 0.0001 | Loss: 1.2044 | Abs. Loss: 137.07
08/12/24 12:30:06 (0m 03s) | [1/300] Batch 110 (0.016s) | LR: 0.0001 | Loss: 1.2170 | Abs. Loss: 138.28
08/12/24 12:30:06 (0m 03s) | [1/300] Batch 111 (0.017s) | LR: 0.0001 | Loss: 1.2088 | Abs. Loss: 139.49
08/12/24 12:30:06 (0m 03s) | [1/300] Batch 112 (0.018s) | LR: 0.0001 | Loss: 1.1988 | Abs. Loss: 140.69
08/12/24 12:30:06 (0m 03s) | [1/300] Batch 113 (0.018s) | LR: 0.0001 | Loss: 1.1510 | Abs. Loss: 141.84
08/12/24 12:30:06 (0m 03s) | [1/300] Batch 114 (0.018s) | LR: 0.0001 | Loss: 1.1751 | Abs. Loss: 143.02
08/12/24 12:30:06 (0m 03s) | [1/300] Batch 115 (0.017s) | LR: 0.0001 | Loss: 1.0482 | Abs. Loss: 144.07
08/12/24 12:30:06 (0m 03s) | [1/300] Batch 116 (0.016s) | LR: 0.0001 | Loss: 1.2455 | Abs. Loss: 145.31
08/12/24 12:30:06 (0m 03s) | [1/300] Batch 117 (0.018s) | LR: 0.0001 | Loss: 1.2245 | Abs. Loss: 146.54
08/12/24 12:30:06 (0m 03s) | [1/300] Batch 118 (0.017s) | LR: 0.0001 | Loss: 1.1193 | Abs. Loss: 147.65
08/12/24 12:30:06 (0m 03s) | [1/300] Batch 119 (0.018s) | LR: 0.0001 | Loss: 1.3256 | Abs. Loss: 148.98
08/12/24 12:30:06 (0m 03s) | [1/300] Batch 120 (0.016s) | LR: 0.0001 | Loss: 1.1146 | Abs. Loss: 150.09
08/12/24 12:30:06 (0m 03s) | [1/300] Batch 121 (0.018s) | LR: 0.0001 | Loss: 1.2881 | Abs. Loss: 151.38
08/12/24 12:30:06 (0m 03s) | [1/300] Batch 122 (0.018s) | LR: 0.0001 | Loss: 1.2236 | Abs. Loss: 152.61
08/12/24 12:30:06 (0m 03s) | [1/300] Batch 123 (0.017s) | LR: 0.0001 | Loss: 1.2737 | Abs. Loss: 153.88
08/12/24 12:30:06 (0m 03s) | [1/300] Batch 124 (0.018s) | LR: 0.0001 | Loss: 1.2572 | Abs. Loss: 155.14
08/12/24 12:30:06 (0m 03s) | [1/300] Batch 125 (0.017s) | LR: 0.0001 | Loss: 1.1165 | Abs. Loss: 156.25
08/12/24 12:30:06 (0m 03s) | [1/300] Batch 126 (0.017s) | LR: 0.0001 | Loss: 1.2195 | Abs. Loss: 157.47
08/12/24 12:30:06 (0m 03s) | [1/300] Batch 127 (0.016s) | LR: 0.0001 | Loss: 1.3162 | Abs. Loss: 158.79
08/12/24 12:30:06 (0m 03s) | [1/300] Batch 128 (0.012s) | LR: 0.0001 | Loss: 1.1866 | Abs. Loss: 159.98
08/12/24 12:30:06 (0m 03s) | [1/300] Batch 129 (0.018s) | LR: 0.0001 | Loss: 1.1358 | Abs. Loss: 161.11
08/12/24 12:30:06 (0m 03s) | [1/300] Batch 130 (0.017s) | LR: 0.0001 | Loss: 1.2117 | Abs. Loss: 162.32
08/12/24 12:30:07 (0m 03s) | [1/300] Batch 131 (0.017s) | LR: 0.0001 | Loss: 1.1684 | Abs. Loss: 163.49
08/12/24 12:30:07 (0m 03s) | [1/300] Batch 132 (0.016s) | LR: 0.0001 | Loss: 1.1028 | Abs. Loss: 164.60
08/12/24 12:30:07 (0m 03s) | [1/300] Batch 133 (0.017s) | LR: 0.0001 | Loss: 1.0456 | Abs. Loss: 165.64
08/12/24 12:30:07 (0m 03s) | [1/300] Batch 134 (0.018s) | LR: 0.0001 | Loss: 1.2275 | Abs. Loss: 166.87
08/12/24 12:30:07 (0m 03s) | [1/300] Batch 135 (0.016s) | LR: 0.0001 | Loss: 1.1797 | Abs. Loss: 168.05
08/12/24 12:30:07 (0m 03s) | [1/300] Batch 136 (0.019s) | LR: 0.0001 | Loss: 1.1787 | Abs. Loss: 169.23
08/12/24 12:30:07 (0m 03s) | [1/300] Batch 137 (0.016s) | LR: 0.0001 | Loss: 1.1792 | Abs. Loss: 170.41
08/12/24 12:30:07 (0m 03s) | [1/300] Batch 138 (0.018s) | LR: 0.0001 | Loss: 1.1066 | Abs. Loss: 171.51
08/12/24 12:30:07 (0m 03s) | [1/300] Batch 139 (0.017s) | LR: 0.0001 | Loss: 1.0602 | Abs. Loss: 172.57
08/12/24 12:30:07 (0m 03s) | [1/300] Batch 140 (0.017s) | LR: 0.0001 | Loss: 1.2263 | Abs. Loss: 173.80
08/12/24 12:30:07 (0m 03s) | [1/300] Batch 141 (0.017s) | LR: 0.0001 | Loss: 1.0873 | Abs. Loss: 174.89
08/12/24 12:30:07 (0m 03s) | [1/300] Batch 142 (0.016s) | LR: 0.0001 | Loss: 1.0693 | Abs. Loss: 175.96
08/12/24 12:30:07 (0m 03s) | [1/300] Batch 143 (0.018s) | LR: 0.0001 | Loss: 1.1745 | Abs. Loss: 177.13
08/12/24 12:30:07 (0m 03s) | [1/300] Batch 144 (0.017s) | LR: 0.0001 | Loss: 1.2616 | Abs. Loss: 178.39
08/12/24 12:30:07 (0m 03s) | [1/300] Batch 145 (0.018s) | LR: 0.0001 | Loss: 1.1501 | Abs. Loss: 179.54
08/12/24 12:30:07 (0m 04s) | [1/300] Batch 146 (0.016s) | LR: 0.0001 | Loss: 1.2818 | Abs. Loss: 180.82
08/12/24 12:30:07 (0m 04s) | [1/300] Batch 147 (0.017s) | LR: 0.0001 | Loss: 1.1354 | Abs. Loss: 181.96
08/12/24 12:30:07 (0m 04s) | [1/300] Batch 148 (0.018s) | LR: 0.0001 | Loss: 1.1799 | Abs. Loss: 183.14
08/12/24 12:30:07 (0m 04s) | [1/300] Batch 149 (0.017s) | LR: 0.0001 | Loss: 1.0943 | Abs. Loss: 184.23
08/12/24 12:30:07 (0m 04s) | [1/300] Batch 150 (0.016s) | LR: 0.0001 | Loss: 1.1916 | Abs. Loss: 185.42
08/12/24 12:30:07 (0m 04s) | [1/300] Batch 151 (0.016s) | LR: 0.0001 | Loss: 1.0726 | Abs. Loss: 186.50
08/12/24 12:30:07 (0m 04s) | [1/300] Batch 152 (0.017s) | LR: 0.0001 | Loss: 1.2653 | Abs. Loss: 187.76
08/12/24 12:30:07 (0m 04s) | [1/300] Batch 153 (0.017s) | LR: 0.0001 | Loss: 1.1243 | Abs. Loss: 188.89
08/12/24 12:30:07 (0m 04s) | [1/300] Batch 154 (0.018s) | LR: 0.0001 | Loss: 1.1271 | Abs. Loss: 190.01
08/12/24 12:30:07 (0m 04s) | [1/300] Batch 155 (0.017s) | LR: 0.0001 | Loss: 1.0779 | Abs. Loss: 191.09
08/12/24 12:30:07 (0m 04s) | [1/300] Batch 156 (0.018s) | LR: 0.0001 | Loss: 1.0863 | Abs. Loss: 192.18
08/12/24 12:30:07 (0m 04s) | [1/300] Batch 157 (0.017s) | LR: 0.0001 | Loss: 1.2760 | Abs. Loss: 193.45
08/12/24 12:30:07 (0m 04s) | [1/300] Batch 158 (0.017s) | LR: 0.0001 | Loss: 1.0357 | Abs. Loss: 194.49
08/12/24 12:30:07 (0m 04s) | [1/300] Batch 159 (0.019s) | LR: 0.0001 | Loss: 1.1197 | Abs. Loss: 195.61
08/12/24 12:30:07 (0m 04s) | [1/300] Batch 160 (0.018s) | LR: 0.0001 | Loss: 1.1667 | Abs. Loss: 196.78
08/12/24 12:30:07 (0m 04s) | [1/300] Batch 161 (0.015s) | LR: 0.0001 | Loss: 1.0503 | Abs. Loss: 197.83
08/12/24 12:30:07 (0m 04s) | [1/300] Batch 162 (0.017s) | LR: 0.0001 | Loss: 1.1124 | Abs. Loss: 198.94
08/12/24 12:30:07 (0m 04s) | [1/300] Batch 163 (0.018s) | LR: 0.0001 | Loss: 1.0613 | Abs. Loss: 200.00
08/12/24 12:30:07 (0m 04s) | [1/300] Batch 164 (0.018s) | LR: 0.0001 | Loss: 1.1705 | Abs. Loss: 201.17
08/12/24 12:30:07 (0m 04s) | [1/300] Batch 165 (0.017s) | LR: 0.0001 | Loss: 1.1100 | Abs. Loss: 202.28
08/12/24 12:30:07 (0m 04s) | [1/300] Batch 166 (0.016s) | LR: 0.0001 | Loss: 1.1500 | Abs. Loss: 203.43
08/12/24 12:30:07 (0m 04s) | [1/300] Batch 167 (0.017s) | LR: 0.0001 | Loss: 1.1295 | Abs. Loss: 204.56
08/12/24 12:30:07 (0m 04s) | [1/300] Batch 168 (0.018s) | LR: 0.0001 | Loss: 1.0793 | Abs. Loss: 205.64
08/12/24 12:30:07 (0m 04s) | [1/300] Batch 169 (0.018s) | LR: 0.0001 | Loss: 1.1728 | Abs. Loss: 206.81
08/12/24 12:30:07 (0m 04s) | [1/300] Batch 170 (0.018s) | LR: 0.0001 | Loss: 1.1250 | Abs. Loss: 207.94
08/12/24 12:30:07 (0m 04s) | [1/300] Batch 171 (0.017s) | LR: 0.0001 | Loss: 1.0337 | Abs. Loss: 208.97
08/12/24 12:30:07 (0m 04s) | [1/300] Batch 172 (0.016s) | LR: 0.0001 | Loss: 1.1212 | Abs. Loss: 210.09
08/12/24 12:30:07 (0m 04s) | [1/300] Batch 173 (0.017s) | LR: 0.0001 | Loss: 1.2139 | Abs. Loss: 211.31
08/12/24 12:30:07 (0m 04s) | [1/300] Batch 174 (0.019s) | LR: 0.0001 | Loss: 0.9472 | Abs. Loss: 212.25
08/12/24 12:30:07 (0m 04s) | [1/300] Batch 175 (0.018s) | LR: 0.0001 | Loss: 1.1381 | Abs. Loss: 213.39
08/12/24 12:30:07 (0m 04s) | [1/300] Batch 176 (0.018s) | LR: 0.0001 | Loss: 1.0356 | Abs. Loss: 214.43
08/12/24 12:30:07 (0m 04s) | [1/300] Batch 177 (0.016s) | LR: 0.0001 | Loss: 1.2480 | Abs. Loss: 215.68
08/12/24 12:30:07 (0m 04s) | [1/300] Batch 178 (0.018s) | LR: 0.0001 | Loss: 1.1511 | Abs. Loss: 216.83
08/12/24 12:30:07 (0m 04s) | [1/300] Batch 179 (0.016s) | LR: 0.0001 | Loss: 1.1511 | Abs. Loss: 217.98
08/12/24 12:30:07 (0m 04s) | [1/300] Batch 180 (0.018s) | LR: 0.0001 | Loss: 1.1803 | Abs. Loss: 219.16
08/12/24 12:30:08 (0m 04s) | [1/300] Batch 181 (0.017s) | LR: 0.0001 | Loss: 1.1800 | Abs. Loss: 220.34
08/12/24 12:30:08 (0m 04s) | [1/300] Batch 182 (0.016s) | LR: 0.0001 | Loss: 1.1014 | Abs. Loss: 221.44
08/12/24 12:30:08 (0m 04s) | [1/300] Batch 183 (0.018s) | LR: 0.0001 | Loss: 1.1013 | Abs. Loss: 222.54
08/12/24 12:30:08 (0m 04s) | [1/300] Batch 184 (0.017s) | LR: 0.0001 | Loss: 1.0433 | Abs. Loss: 223.58
08/12/24 12:30:08 (0m 04s) | [1/300] Batch 185 (0.015s) | LR: 0.0001 | Loss: 1.0651 | Abs. Loss: 224.65
08/12/24 12:30:08 (0m 04s) | [1/300] Batch 186 (0.017s) | LR: 0.0001 | Loss: 1.1047 | Abs. Loss: 225.75
08/12/24 12:30:08 (0m 04s) | [1/300] Batch 187 (0.018s) | LR: 0.0001 | Loss: 1.1704 | Abs. Loss: 226.92
08/12/24 12:30:08 (0m 04s) | [1/300] Batch 188 (0.017s) | LR: 0.0001 | Loss: 0.9447 | Abs. Loss: 227.87
